job_title,company,location,responsibilities,requirements,salary_from,salary_to,salary_currency,posted_date,url,category,skills,position,experience,education,salary 
QA Engineer / Инженер по тестированию ПО,Геоматика,Санкт-Петербург,Создание тест планов. Выполнение тестов. Оценка результатов тестирования. Выявление багов и постановка задач на их исправление.,"Опыт тестирования (ручного, функционального). Понимание цикла разработки ПО и QA процесса. Опыт работы с системами bug tracking. Опыт ведения документации.",80000.0,100000.0,RUR,2025-04-24,https://hh.ru/vacancy/119910862,['qa'],,,,,90000.0
Frontend-разработчик,ITGLOBAL.COM,Санкт-Петербург,Разрабатываем сложную многокомпонентную enterprise платформу. Работаем по канбан в кросс-функциональных командах. Уделяем много времени тестированию и качеству продукта.,"Знание HTML5 и CSS3. Использование препроцессоров SCSS, SASS. Уверенные знания JavaScript (ES6). Уверенные знания TypeScript.",,,,2025-04-28,https://hh.ru/vacancy/120033986,['web'],"['typescript', 'javascript']",,,,
Frontend-разработчик,3snet,Санкт-Петербург,...актуальности и скорости работы приложений. Оптимизация рендеринга и обеспечение высокой производительности интерфейсов. Тесное взаимодействие с backend-разработчиками и дизайнерами для...,Опыт работы с React и TypeScript от 3 лет. Уверенные знания CSS/HTML и опыт построения UI с нуля.,120000.0,140000.0,RUR,2025-05-05,https://hh.ru/vacancy/120231087,['web'],"['typescript', 'react']",,3,,130000.0
Инженер-тестировщик,"АТОЛ, группа компаний",Санкт-Петербург,"Проведение ручного интеграционного, функционального и регрессионного тестирование web-решений и ПО Android. Локализация и анализ деффектов, обнаруженных пользователями.","Хорошие знания и понимание облачных решений и применяемых технологий и особенностей: RESTfull API, взаимодействие frontend и backend, кроссбраузерная поддержка, основы...",,,,2025-04-17,https://hh.ru/vacancy/119631359,"['web', 'qa', 'backend']",,,,,
QA Engineer,Агент Умный полис,Санкт-Петербург,"Тестированием backend и web-приложений (функциональное, регрессионное, интеграционное). Разработкой и поддержкой тестовой документации (Zephyr). Анализом требований, участием в составлении ТЗ.","Опыт тестирования от 1 года. Уверенное знание DevTools, Postman (REST, SOAP), Swagger/OpenAPI. Опыт составления тестовой документации. Умение проводить smoke...",100000.0,140000.0,RUR,2025-04-24,https://hh.ru/vacancy/119912708,['qa'],['postman'],,1,,120000.0
Middle QA инженер,NavX,Санкт-Петербург,"Организация процесса тестирования: установка и настройка тестового окружения, подготовка тестовых данных. Тестирование ПО (функциональное, нефункциональное, регрессионное). Моделирование ситуаций, которые могут...","Опыт тестирования ПО от 2х лет. Опыт тестирования десктопных и мобильных приложений (iOS, Android). Навыки работы с логами, запросами...",120000.0,170000.0,RUR,2025-05-09,https://hh.ru/vacancy/119930883,"['mobile', 'qa']","['ios', 'android']",['middle'],2,,145000.0
Android-разработчик (Kotlin),Ottone Media Ads. Ltd,Санкт-Петербург,Разработка новой функциональности мобильных приложений. Поддержка и переработка старой функциональности мобильных приложений.,Работа с Android Architecture Components. Опыт публикации приложений в Google Play. Понимание MVVM/MVI/MVP паттернов. Знание принципов Clean Architecture.,,,,2025-04-29,https://hh.ru/vacancy/120070434,"['mobile', 'backend']","['android', 'kotlin']",['senior'],,,
Android-разработчик / Android Developer (IGaming),В Ритме На Грани,Санкт-Петербург,Разработка мобильных приложений. Исправление обнаруженных багов. Ведение необходимой документации.,Опыт работы в сфере разработки мобильных Android приложений от 1.5 лет. Опыт работы в разработке мобильных приложений Android в...,,,,2025-05-09,https://hh.ru/vacancy/120351946,['mobile'],['android'],,5,,
IOS-разработчик,Где мои дети,Санкт-Петербург,Скрининг интервью с рекрутером. Техническая встреча. Квалификационное интервью с HR и продактом команды. Оффер.,"Уровень iOS middle. Опыт разработки под iOS от 4 лет. Опыт с Viper, Solid, CoreData. Умение проектировать решения и кроссплатформенное...",,,,2025-05-07,https://hh.ru/vacancy/120315356,['mobile'],['ios'],['middle'],4,,
QA Engineer Web (Middle) / Специалист по тестированию (Digital Health),ONDOC,Санкт-Петербург,Составлять тест-планы. Проводить ручное тестирование Web приложений. Вносить данные об ошибках и проверять исправление дефектов. Внедрять современные инструменты организации...,Опыт тестирования клиент-серверных приложений (не менее 2-х лет). Понимание принципов и методологий тестирования. Хорошее знание циклов и принципов...,130000.0,160000.0,RUR,2025-04-17,https://hh.ru/vacancy/115799350,"['web', 'qa']",,['middle'],2,,145000.0
Front-end (React) developer,ITACWT,Санкт-Петербург,Разработка фронтенда проекта. Улучшение текущего функционала и разработка новых решений. NodeJS. NestJS. MongoDb. Docker. Написание тестов.,"Отличные знания JavaScript, Typescript, HTML, CSS. Опыт работы с системами сборки (используем Webpack). Опыт работы c React. Опыт работы c...",1400.0,2100.0,EUR,2025-04-14,https://hh.ru/vacancy/119504629,['web'],"['typescript', 'react', 'javascript']",,,,1750.0
Заместитель главного редактора (удалённо),Ботхаб,Санкт-Петербург,"Организация работы отдела копирайтеров (проведение созвонов; контроль графиков публикаций; обратная связь по текстам). Формирование и развитие команды (поиск кандидатов, проведение...","Опыт работы с техническими текстами (+финансы), понимание IT-терминологии (в том числе AI / ML) и трендов отрасли. Опыт работы с...",50000.0,,RUR,2025-05-12,https://hh.ru/vacancy/120388109,['ml'],,,,,50000.0
Тестировщик QA,НИИ МАСШТАБ,Санкт-Петербург,"Сотрудничество с Командой SDL и Разработчиками для оперативного устранения уязвимостей и дефектов, проверка внесённых исправлений. Анализ результатов тестирования, подготовка отчётов...",Опыт работы в области функционального тестирования по разработке ПО от 1 года. Знание методологий тестирования. Понимание принципов безопасной разработки.,130000.0,170000.0,RUR,2025-04-17,https://hh.ru/vacancy/119105699,['qa'],,,1,,150000.0
Frontend-разработчик (React / Next.js) в офис,Beber Inc,Санкт-Петербург,Next.js 14+. React Query / RTK Query / Apollo Client — в зависимости от API. FSD — строго соблюдаем. Работа с REST и...,2+ года опыта в React / Next.js (желательно 13/14+). Уверенное владение TypeScript и понимание типизации (включая Generics).,100000.0,160000.0,RUR,2025-04-17,https://hh.ru/vacancy/119611265,['web'],"['typescript', 'react', 'javascript', 'next.js']",,,,130000.0
Ассистент отдела маркетинга / Junior Marketing Manager,ТС Солюшен,Санкт-Петербург,Публикация постов в социальных сетях ГК согласно контент-плану. Адаптация контента под разные площадки с учетом их особенностей.,"Получили высшее образование или учитесь на последних курсах. Проходили курсы по маркетингу – это не обязательно, но будет преимуществом.",60000.0,,RUR,2025-04-16,https://hh.ru/vacancy/119592196,,,['junior'],,Bachelor,60000.0
Администратор it проектов (работа в офисе Санкт-Петербурга),WMT,Санкт-Петербург,Создание и поддержание единого хранилища документации в системе управления проектом. Соблюдение требований информационной безопасности при рассылке и хранении документов с...,Опыт работы в должности администратора проекта на ИТ проектах от 3-х лет. Знание принципов проектной деятельности этапов проекта.,,,,2025-05-07,https://hh.ru/vacancy/120308390,,,,3,,
Manual QA specialist (middle),Evercode Lab,Санкт-Петербург,Описывать документацию. Тестировать требования к разработке ПО. Выполнять ручные тесты web-версии и мобильных приложений. Отвечать за качество фичей в...,Знание Postman и опыт тестирования API. Опыт тестирования мобильных приложений. Понимание алгоритмов тестирования безопасности. Желание развиваться в автотестах.,,,,2025-05-05,https://hh.ru/vacancy/119242317,"['qa', 'security']",['postman'],['middle'],,,
QA-инженер/Тестировщик (мобильные приложения),CleverPumpkin,Санкт-Петербург,"Проводить функциональное ручное тестирование мобильных приложений, разработанных для наших заказчиков. Проверять готовность и корректность API. Проводить UI-тестирование (сверка с...",Опыт в функциональном тестировании от 1 года. Знание особенностей тестирования мобильных приложений на iOS и Android. Опыт ведения тестовой документации.,,,,2025-05-10,https://hh.ru/vacancy/120330617,"['mobile', 'qa']","['ios', 'android']",,1,,
Frontend-разработчик,Everypixel group,Санкт-Петербург,Верстка веб-страниц и шаблонов. Разработка на ReactJS SPA-приложения. Поддержка и доработка уже существующих решений на React.,Опыт работы с TypeScript и React от 2-х лет. Опыт работы с Redux. Опыт работы с Git.,,,,2025-04-24,https://hh.ru/vacancy/119893908,"['tools', 'web']","['typescript', 'react', 'git']",,2,,
Middle Frontend разработчик (Vue),Норд Клан,Санкт-Петербург,"Nord Clan — компания по разработке ПО на заказ. Мы создаем высоконагруженные интеграционные проекты, системы дистанционного обслуживания для финтеха, производства и...","Фронтенд‑разработка: опыт 3–5 лет, включая 1–2 года в Vue.js. Участие в полном цикле разработки: от технических заданий...",,,,2025-05-07,https://hh.ru/vacancy/120310448,['web'],"['javascript', 'vue.js']",['middle'],5,,
Системный аналитик,ИнстаДев,Санкт-Петербург,"...проектирование бизнес-процессов. Сбор, детализация, формализация и согласование функциональных требований. Написание технических заданий и спецификаций для разработчиков. Написание ключевой документации.",Опытом работы в качестве системного аналитика от двух лет. Знанием нотаций UML и BPMN. Пониманием клиент-серверного взаимодействия.,120000.0,175000.0,RUR,2025-05-10,https://hh.ru/vacancy/120356566,['data'],,,,,147500.0
QA Engineer / Тестировщик,Правое Полушарие Интроверта,Санкт-Петербург,"Исследование магических свитков (веб и мобильное приложение) на предмет соответствия заклинаний и магических формул. Ручное испытание заклинаний, проверка регрессии и...","Опыт магического тестирования (ФТ/НФТ), создание отчетов об ошибках заклинаний. Опыт разработки магических планов и тест-кейсов. Опыт тестирования алхимических...",60000.0,,RUR,2025-04-22,https://hh.ru/vacancy/119839242,['qa'],,,,,60000.0
Фронтенд-разработчик,СТМ,Санкт-Петербург,"Разрабатывать веб-приложения (Vue.js). Заниматься версткой (Vuetify, HTML5/CSS3).","Знание JS (ES5). Опыт работы с Vue.js 2 или 3 версией (альтернатива - знание фреймворков: React, Angular). Высшее техническое образование.",,,,2025-04-24,https://hh.ru/vacancy/118246935,['web'],"['react', 'angular', 'javascript', 'vue.js']",,,,
React разработчик,Sibdev,Санкт-Петербург,,4+ года коммерческого опыта с React. Глубокие знания JavaScript/TypeScript. Опыт работы с Redux Toolkit или MobX.,140000.0,200000.0,RUR,2025-04-28,https://hh.ru/vacancy/120028832,['web'],"['typescript', 'react', 'javascript']",,,,170000.0
Flutter-разработчик / кроссплатформенный разработчик,В Теме,Санкт-Петербург,"Оценка сроков задач, тестирование кода перед слиянием с основной веткой. Оптимизация производительности приложения и минимизация ошибок передачи данных.","Опыт коммерческой разработки на Flutter ≥ 3 лет (портфолио или примеры проектов). Глубокое знание Dart, понимание шаблонов проектирования (BLoC, Provider и...",100000.0,200000.0,RUR,2025-04-29,https://hh.ru/vacancy/120073321,['mobile'],"['flutter', 'dart']",,3,,150000.0
UX/UI Designer,Открытые решения,Санкт-Петербург,"Подготовка макетов для разработчиков в Figma. Интерактивное прототипирование. Умение обосновывать решения и презентовать идеи. Тесное взаимодействие с продакт-менеджерами, разработчиками...","Глубокие познания UX/UI, понимание html-верстки и css-стилей, возможностей и ограничений. Работа с инструментами Figma, Photoshop.",,,,2025-05-07,https://hh.ru/vacancy/120311543,,,,,,
Frontend-разработчик (Platform V),SberTech,Санкт-Петербург,развитие и проектирование пользовательского интерфейса. Создание и модификация UI-компонентов. Формулировка и принятие архитектурных решений. Ведение актуальной технической документации.,"Опыт разработки приложений на React. Уверенное понимание шаблонов проектирования архитектуры front-end приложений, а также опыт их применения в коммерческих...",,,,2025-05-05,https://hh.ru/vacancy/120231534,['web'],['react'],,,,
QA-Engineer,Сизинцев Роман Александрович,Санкт-Петербург,"Составление чек-листов и тест-кейсов. Ручное функциональное тестирование внутренних продуктов компании. Тестирование лендингов и прелендингов, созданных командой верстальщиков.","Знание основ ручного тестирования и техник тест-дизайна. Понимание верстки (HTML, CSS, JS). Знание Postman. Навыки работы с google-таблицами...",,,,2025-04-21,https://hh.ru/vacancy/119787481,"['web', 'qa']","['postman', 'javascript']",,,,
Senior Python Developer,Фаст Софт,Санкт-Петербург,,,,,,2025-04-15,https://hh.ru/vacancy/119551860,['backend'],['python'],['senior'],,,
QA Engineer / Тестировщик,Кросслайф,Санкт-Петербург,"Тестировать мобильное приложение (iOS, Android) и веб-приложение. Проводить ручное функциональное и регрессионное тестирование. Составлять и поддерживать тест-кейсы и...","Навыки автоматического тестирования или готовность к обучению (Cypress, JavaScript). Умение работать с Postman. Опыт сборки приложений в Xcode и Android...",60000.0,90000.0,RUR,2025-04-23,https://hh.ru/vacancy/119874776,"['web', 'mobile', 'qa']","['android', 'postman', 'cypress', 'javascript']",,,,75000.0
Младший тестировщик/Junior QA software tester,Доктор Веб,Санкт-Петербург,Заниматься ручным тестированием антивирусных продуктов и их компонентов. Составлять и поддерживать в актуальном состоянии тест-кейсы. Фиксировать ошибки в багтрекере...,"Опыт работы с виртуальными машинами (VirtualBox, VMWare). Знакомство с утилитами SysInternals (Process Monitor, Process Explorer, ProcDump). Понимание основ сетей.",,,,2025-04-30,https://hh.ru/vacancy/119066525,['qa'],,"['intern', 'junior']",,,
Support Engineer L3 / Специалист третьей линии поддержки,Фабрика Лояльности,Санкт-Петербург,"Обрабатывать входящие обращения от наших клиентов (ресторанного бизнеса) в Omnidesk, Jira, Slack и WhatsApp. Проводить анализ технических проблем с разбором...","Опыт в технической поддержке 2-3 линии от 6 месяцев. Обязательно знание английского языка на уровне от B2, готовность...",70000.0,90000.0,RUR,2025-05-12,https://hh.ru/vacancy/120375906,,,,,,80000.0
Manual QA Engineer (Middle),Sputnik8,Санкт-Петербург,"Писать и актуализировать тестовую документацию. Анализировать требования. Взаимодействовать с разработчиками, продакт менеджером, бизнес-аналитиком, другими командами разработки и внутренними командами...","Опыт тестирования от 1,5 лет. Навыки тест-дизайна, опыт написания чек-листов, тест-кейсов и анализа логов.",,,,2025-04-25,https://hh.ru/vacancy/111900012,['qa'],,['middle'],5,,
QA Automation Engineer (ESB),Bercut,Санкт-Петербург,"Осуществлять функциональное, регрессионное и нагрузочное тестирование компонентов платформы. Составлять тест-планы, автоматизировать тестовые сценарии, интегрировать их в цикл CI.",Опыт тестирования клиент-серверных приложений. Навыки программирования (JavaScript предпочтительно). Опыт работы с ОС Linux. Знакомство с GIT и JIRA.,,,,2025-05-12,https://hh.ru/vacancy/120379693,"['tools', 'web', 'qa']","['linux', 'jira', 'javascript', 'git']",,,,
Специалист (Отдел исследований),Россети Управление Имуществом,Санкт-Петербург,"Выполнение работ по тестированию программного обеспечения методами статистического анализа (SAST). Подготовка отчетов с результатами анализа. Взаимодействие с командой DevOps, PenTest...","Высшее техническое образование по направлению «Информационная безопасность», «Информационные технологии», «Прикладная математика и информатика», «Информатика и вычислительная техника» и т.п..",150000.0,,RUR,2025-04-19,https://hh.ru/vacancy/117406901,['security'],,,,,150000.0
BI-аналитик / аналитик бизнес-метрик,Dataloft,Санкт-Петербург,"Автоматизация сбора и доставка метрик и ключевых показателей заинтересованным отделам и специалистам. Расчет и анализ бизнес-метрик: выручка, LTV, CAC...",Работа с разными системами визуализации: Power BI и тд. Навыки Python и понимание баз ML/предиктивной аналитики. Опыт работы в...,,,,2025-05-05,https://hh.ru/vacancy/120245756,"['ml', 'backend', 'data']",['python'],,,,
Frontend Developer (Тераплан),YADRO,Санкт-Петербург,"Проектирование REST и JSON-RPC API совместно с backend-разработчиками. Работа в команде с разработчиками, аналитиками и продуктовыми менеджерами для...","Опыт работы с MobX/Redux/Zustand. Понимание принципов работы веб-приложений (устройство браузера, HTTP протокол, REST API). Понимание принципов работы...",,,,2025-05-05,https://hh.ru/vacancy/120243899,['web'],,,,,
Project-менеджер,Терехов,Санкт-Петербург,Сопровождение проекта на всех этапах: от инициации до завершения. Управление командой разработчиков и других участников проекта. Решение возникающих в ходе...,Опыт работы менеджером проекта в IT-сфере от 1 года. Понимание процессов разработки программного обеспечения. Отличные коммуникативные навыки и умение...,100000.0,130000.0,RUR,2025-05-05,https://hh.ru/vacancy/120228658,,,,1,,115000.0
Support manager (crypto),Synergy of Lake Technology,Санкт-Петербург,"Предоставление технической поддержки клиентам в текстовом формате (через email, чаты, социальные сети). Обработка и индивидуальное решение запросов пользователей, связанных с...","Высокий уровень ответственности, внимательности к деталям. Базовые умения из QA Тестирования. Уверенность в себе, способность решить ""любой вопрос с клиентом...",,1500.0,USD,2025-04-28,https://hh.ru/vacancy/120038082,['qa'],,,,,1500.0
QA Engineer (junior/ middle),Lenvendo,Санкт-Петербург,"Проводить тестирование (требований, верстки, функциональное, интеграционное, регрессионное). Участвовать в создании и поддержании тестовой документации в актуальном состоянии. Взаимодействовать с разработчиками...","Открыт для обмена мнениями, конструктивен. Не представляет свою жизнь без QA, активно в ней развивается. Имеет опыт тестирования более 6...",,,,2025-05-11,https://hh.ru/vacancy/119445881,['qa'],,"['junior', 'middle']",,,
QA Engineer / Младший инженер по тестированию,СТМ,Санкт-Петербург,"Разрабатывать, модифицировать и актуализировать скрипты тестирования. Осуществлять разработку и модернизацию тестирующей программы для десктопного приложения.",Оконченное высшее техническое образование (очная форма). Понимание задач и видов тестирования ПО. Понимание процессов разработки ПО. Знание ОС семейства Windows.,,,,2025-04-14,https://hh.ru/vacancy/117748947,['qa'],,['junior'],,,
Middle QA Engineer (Gamedev),Starkit Studio,Санкт-Петербург,Участвовать в обеспечении качества на всех этапах разработки. Писать и поддерживать актуальность тестовой документации - разрабатывать тест-кейсы и чек-листы.,"Умение работать с тестовыми инструментарием. Опыт тестирования мидкор баттлеров. Опыт тестирования WEB-приложений. Богатый игровой опыт, любовь к геймдеву, желание...",,,,2025-05-05,https://hh.ru/vacancy/120241382,"['web', 'qa']",,['middle'],,,
Frontend-разработчик,Сизинцев Роман Александрович,Санкт-Петербург,Разрабатывать frontend часть наших внутренних проектов. Участвовать в проектировании внутренних интерфейсов. Влиять на архитектурные решения и изменения в стеке технологий.,"Хорошее знание JavaScript (ES6+) и TypeScript, владение типами, дженериками, типами пропсов, Partial, Pick, Record и т.п.",,,,2025-04-22,https://hh.ru/vacancy/119817421,['web'],"['typescript', 'javascript']",,,,
Junior QA Manual,Юниверс Дата,Санкт-Петербург,Тестирование нового функционала продукта (80% задач по тестированию веба c помошью DevTools). Разработка и поддержка тест-кейсов. Регрессионное тестирование.,Высшее техническое образование. Опыт работы от 6 месяцев в тестировании ПО на коммерческих проектах. Знание теории тестирования ПО.,,,,2025-04-30,https://hh.ru/vacancy/120120177,['qa'],,['junior'],,,
Бизнес-системный аналитик,Data-Driven Lab,Санкт-Петербург,"Выявлять функциональные и технические требования и превращать их в. Документ, понятный архитекторам, разработчикам и бизнес-заказчику. Декомпозировать задачу на составные...","Глубокое понимание всех процессов в современной веб и мобильной разработке. Знание предметной области финансовых рынков, трейдинга, инвестиций. Знакомство со стеком...",,,,2025-05-05,https://hh.ru/vacancy/120224760,['data'],,,,,
Junior дизайнер рекламных креативов (видео и статика),FS Play,Санкт-Петербург,"...менеджерами и разработчиками. Оценка приоритетов и сроков выполнения поставленных задач. Дизайн маркетинговых материалов: презентации, лендинги ASO для наших приложений в...","Знание Figma, Adobe Photoshop и Illustrator, After Effect. Развитое чувство стиля. Умение создавать и поддерживать визуальную стилистику. Опыт работы над...",45000.0,50000.0,RUR,2025-05-06,https://hh.ru/vacancy/120279328,,,['junior'],,,47500.0
Координатор образовательных программ,Napoleon IT,Санкт-Петербург,"Управление коммуникацией со студентами: координация всех каналов общения (чаты, email, форумы); поддержание оперативной связи с преподавателями, студентами и командой; ответы...","Коммуникационные навыки на высоком уровне, умение слушать и слышать, проявлять эмпатию и разрешать конфликты. Опыт работы в университете, а знание...",,,,2025-05-01,https://hh.ru/vacancy/120159262,,,,,,
PHP-разработчик,StudyWorld,Санкт-Петербург,"Реализация новой бизнес-логики. Интеграции с внешними сервисами (платежные системы, системы аналитики, внутренние сервисы компании). Оптимизации запросов к базе данных.","Опыт разработки на PHP. Более 2 лет коммерческого опыта в разработке на PHP, с глубоким пониманием PHP 8+.",180000.0,,RUR,2025-05-12,https://hh.ru/vacancy/120271761,,,,2,,180000.0
QA manual / Тестировщик (Gamedev),ROCKSTONE,Санкт-Петербург,Составление тест-кейсов. Определение критичности найденных ошибок. Взаимодействие с разработчиками. Ведение отчетной документации. Подготовка тест-кейсов на основе документации и...,Общая техническая подкованность. Увлечение играми. Логическое мышление. Умение быстро осваивать большие объёмы информации и структурировать их. Высокий уровень самоорганизации. Грамотность.,,,,2025-04-30,https://hh.ru/vacancy/120128677,['qa'],,,,,
Тестировщик ПО / Manual QA,Пешков Никита Владиславович,Москва,"Работаем с веб-приложениями, внутренними сервисами и b2b-продуктами. — Проведение ручного тестирования веб- и мобильных приложений. —","Понимание жизненного цикла ПО. — Знание базовой теории тестирования: виды, методы, этапы. — Навыки составления баг-репортов, тест-кейсов, чек-листов. —",,60000.0,RUR,2025-05-03,https://hh.ru/vacancy/120179252,['qa'],,,,,60000.0
Тестировщик ПО/QA-Engineer,Санкт-Петербург,Санкт-Петербург,"...desktop приложениями. Работа с тестовой документацией, поддержка в актуальном состоянии тест-кейсов. Выявление и описание ошибок понятным для разработчика языком...","...внимательность к деталям. Общая грамотность. Знание систем баг-трекинга. Знания в области электронного документооборота, криптографии, понимание принципов клиент-серверных приложений.",,,,2025-05-12,https://hh.ru/vacancy/112582425,['qa'],,,,,
Manual QA Engineer в Naumen Contact Center,NAUMEN,Санкт-Петербург,"Она обеспечивает работу телефонии, коммуникацию с клиентами в социальных сетях, мессенджерах, почте, через сайт и мобильное приложение в режиме 24...",Работать с консолью Linux. Работать с Git и GitLab. Чтобы справляться с задачами нужны: Опыт тестирования на проекте от 1...,,,,2025-04-25,https://hh.ru/vacancy/119953957,"['tools', 'qa']","['linux', 'git']",,,,
"Ведущий frontend разработчик React, Next.js",Headliner,Санкт-Петербург,"Разрабатывать архитектуру высоконагруженного веб-приложения на базе React и Next.js. Оптимизировать производительность (TTFB, FCP, LCP, CLS, INP) и SEO.","...лет в разработке веб-приложений. Глубокие знания JavaScript, TypeScript, React, Next.js. Опыт проектирования высоконагруженных распределенных веб-приложений. Опыт применения SSR...",,,,2025-04-29,https://hh.ru/vacancy/120076821,['web'],"['typescript', 'react', 'javascript', 'next.js']",['senior'],,,
Project manager mobile,Broad Apps,Санкт-Петербург,"Разработка и координация процессов по выводу приложений (утилиты, подписочные) в AppStore. Формирование команды разработки. Продвижение и оценка эффективности работы приложений.",Успешный опыт быстрого запуска приложений с нуля (ios). Опыт управления IT командой. Практическое понимание всех этапов модерации мобильных приложений.,100000.0,,RUR,2025-05-04,https://hh.ru/vacancy/120189545,['mobile'],['ios'],,,,100000.0
.NET-разработчик,Е-Цифра,Санкт-Петербург,"Участие в проектировании архитектуры. Участие в обсуждениях, планированиях, ретроспективах отдела. Ревью кода. Проведение корректировки разработанного приложения на основе анализа выходных...","DevOps: ELK Stack, Grafana, Kibana, GitLab. Знание основ разработки фронтенд части веб приложений (typescript, javascript, ReactJS). Опыт работы с sip...",150000.0,,RUR,2025-05-10,https://hh.ru/vacancy/120357193,"['web', 'devops']","['typescript', 'javascript']",,,,150000.0
Automation Python QA Engineer/Тестировщик автоматизатор (Junior),Bnovo,Санкт-Петербург,"Создание тестовых сценариев, чек-листов, проверка новых фич. Развитие тестового фреймворка и инфраструктуры тестирования. Тесное взаимодействие с разработчиками, аналитиками и...","Опыт автоматизации на Python (Pytest + Requests). Работа с REST/gRPC API (Postman, Swagger). Понимание микросервисной архитектуры и SQL.",,,,2025-04-30,https://hh.ru/vacancy/120105919,"['qa', 'backend', 'data']","['python', 'sql', 'pytest', 'postman']",['junior'],,,
Инженер-тестировщик,Институт телекоммуникаций,Санкт-Петербург,"Тестирование ПО (создание test-case, bug-track). - QA-процессы (аналитика сервисов, приборов, систем). - Тестирование UI (создание прототипов UI приложений в...",Техническое образование. - Понимание основ QA/UX/UI. - Понимание теории тестирования ПО и умение применять ее на практике. - Понимание процесса Software...,,,,2025-04-29,https://hh.ru/vacancy/120069662,['qa'],,,,,
Manual QA Engineer (Junior),Sputnik8,Санкт-Петербург,"Составлять и поддерживать тестовую документацию. Проводить различные виды тестирования: функциональное, нефункциональное, регрессионное. Участвовать в планировании и анализе требований.",Знание техник тест-дизайна и умение применять их на практике. Общее понимание тестирования API. Будет преимуществом опыт тестирования веб-приложений...,,,,2025-05-09,https://hh.ru/vacancy/115140918,['qa'],,['junior'],,,
IOS Developer,AIPeople,Санкт-Петербург,"Интегрировать AI-компоненты, LLM-интерфейсы и прочие ML-функции. Подготовить приложение к публикации и релизам в App Store.",Уверенное владение Swift и современным iOS-стеком (UIKit и/или SwiftUI). Опыт создания приложений с нуля и прохождения полного цикла...,,,,2025-05-09,https://hh.ru/vacancy/120126216,['mobile'],"['ios', 'swift']",,,,
QA Engineer,Солантек,Санкт-Петербург,Тестирование продуктов компании и клиентских конфигураций продуктов. Разработка и поддержание тестовых сценариев. Автоматизация тестовых сценариев в специализированном ПО для проведения...,Желание и умение работать в команде. Знание системы сборки приложений maven. Знания по администрированию работы баз данных (PostgreSQL и Oracle...,,,,2025-05-10,https://hh.ru/vacancy/117788392,"['qa', 'data']",['postgresql'],,,,
Middle QA/тестировщик (BIOM),Датаджайл,Санкт-Петербург,...структурированного подхода к организации и ведению деятельности по управлению информационной безопасностью. Обязанности: Изучение продуктов экосистемы и предметной области.,Знание теории и методологии тестирования ПО. Опыт тестирования клиент-серверных систем. Опыт ревью/анализа требований и документации. Знание основ работы...,,,,2025-05-07,https://hh.ru/vacancy/117566216,['qa'],,['middle'],,,
Инженер по поиску,Revoluterra,Санкт-Петербург,"Внедрять и настраивать решения для индексации, обработки запросов и ответа на них. - Взаимодействовать с разработчиками, ML-инженерами, продактами. -","Уверенные знания в области построения поисковых систем (индексация, ранжирование, кеширование и т.п.). - Понимание принципов информационного поиска и обработки текстов. -",,500000.0,RUR,2025-05-12,https://hh.ru/vacancy/120391911,,,,,,500000.0
Разработчик Unreal Engine,Varvision,Санкт-Петербург,"Студия ""Varvision"" – отечественный разработчик решений на основе технологий виртуальной (VR), дополненной реальности (AR) и трехмерного моделирования (3D).",Опыт разработки приложений под Android в UE — плюс. Опыт оптимизации VR/AR-приложений для мобильных устройств — преимущество. Будет преимуществом если...,100000.0,,RUR,2025-04-25,https://hh.ru/vacancy/119933009,['mobile'],['android'],,,,100000.0
